orig_index	motif_id	region_id	corr_coeff	pvalues	adj_pvalues
204	HTF4_HTF4_HUMAN.H11MO.0.A	chr20:63701755-63701765	1.0	1.4042654220543672e-24	3.8090699573224713e-23
25	HTF4_HTF4_HUMAN.H11MO.0.A	chr2:132162036-132162046	1.0	1.4042654220543672e-24	3.8090699573224713e-23
36	HTF4_HTF4_HUMAN.H11MO.0.A	chr3:66324380-66324390	1.0	1.4042654220543672e-24	3.8090699573224713e-23
65	HTF4_HTF4_HUMAN.H11MO.0.A	chr6:33706407-33706417	1.0	1.4042654220543672e-24	3.8090699573224713e-23
84	HTF4_HTF4_HUMAN.H11MO.0.A	chr7:142502641-142502651	-1.0	1.4042654220543672e-24	3.8090699573224713e-23
86	HTF4_HTF4_HUMAN.H11MO.0.A	chr7:156368164-156368174	1.0	1.4042654220543672e-24	3.8090699573224713e-23
8	HXA13_HXA13_HUMAN.H11MO.0.C	chr2:219688586-219688597	-1.0	1.4042654220543672e-24	3.3702370129304817e-23
13	HXA13_HXA13_HUMAN.H11MO.0.C	chr3:175150270-175150281	1.0	1.4042654220543672e-24	3.3702370129304817e-23
14	HXA9_HXA9_HUMAN.H11MO.0.B	chr5:18892921-18892932	-1.0	1.4042654220543672e-24	7.161753652477272e-23
0	HXB13_HXB13_HUMAN.H11MO.0.A	chr1:32572163-32572173	1.0	1.4042654220543672e-24	9.127725243353386e-23
26	HXB7_HXB7_HUMAN.H11MO.0.C	chr12:74537563-74537573	1.0	1.4042654220543672e-24	5.336208603806596e-23
32	HXB8_HXB8_HUMAN.H11MO.0.C	chr11:94825127-94825138	-1.0	1.4042654220543672e-24	7.021327110271835e-23
50	HXC9_HXC9_HUMAN.H11MO.0.C	chr20:12153928-12153938	1.0	1.4042654220543672e-24	7.161753652477272e-23
22	IKZF1_IKZF1_HUMAN.H11MO.0.C	chr1:202102214-202102222	-1.0	1.4042654220543672e-24	4.325137499927451e-22
162	IKZF1_MA1508.1	chr16:8172888-8172900	-1.0	1.4042654220543672e-24	9.40857832776426e-23
32	IKZF1_MA1508.1	chr2:105796618-105796630	1.0	1.4042654220543672e-24	9.40857832776426e-23
106	IKZF1_MA1508.1	chr9:132730428-132730440	1.0	1.4042654220543672e-24	9.40857832776426e-23
32	IKZF3_M08320_2.00	chr2:111618712-111618721	-1.0	1.4042654220543672e-24	1.3621374593927365e-22
75	IKZF3_M08320_2.00	chr7:64902913-64902922	-1.0	1.4042654220543672e-24	1.3621374593927365e-22
141	INSM1_INSM1_HUMAN.H11MO.0.C	chr12:124904725-124904737	1.0	1.4042654220543672e-24	8.109632812363971e-23
144	INSM1_INSM1_HUMAN.H11MO.0.C	chr13:41540469-41540481	-1.0	1.4042654220543672e-24	8.109632812363971e-23
25	INSM1_INSM1_HUMAN.H11MO.0.C	chr2:156254928-156254940	-1.0	1.4042654220543672e-24	8.109632812363971e-23
230	INSM1_INSM1_HUMAN.H11MO.0.C	chrX:1661594-1661606	-1.0	1.4042654220543672e-24	8.109632812363971e-23
328	IRF1_IRF1_HUMAN.H11MO.0.A	chr11:34552999-34553019	1.0	1.4042654220543672e-24	1.850119693556629e-22
460	IRF1_IRF1_HUMAN.H11MO.0.A	chr18:26278612-26278632	1.0	1.4042654220543672e-24	1.850119693556629e-22
76	IRF1_IRF1_HUMAN.H11MO.0.A	chr2:210710462-210710482	1.0	1.4042654220543672e-24	1.850119693556629e-22
116	IRF1_IRF1_HUMAN.H11MO.0.A	chr3:159242565-159242585	-1.0	1.4042654220543672e-24	1.850119693556629e-22
368	IRF1_M08142_2.00	chr15:58193862-58193883	1.0	1.4042654220543672e-24	1.35371186686041e-22
458	IRF1_M08142_2.00	chr21:38834762-38834783	-1.0	1.4042654220543672e-24	1.35371186686041e-22
75	IRF1_M08142_2.00	chr2:210710464-210710485	1.0	1.4042654220543672e-24	1.35371186686041e-22
108	IRF1_M08142_2.00	chr3:159242563-159242584	-1.0	1.4042654220543672e-24	1.35371186686041e-22
193	IRF1_M08142_2.00	chr6:157715043-157715064	-1.0	1.4042654220543672e-24	1.35371186686041e-22
311	IRF2_IRF2_HUMAN.H11MO.0.A	chr15:58193861-58193881	1.0	1.4042654220543672e-24	2.8015095169984632e-22
357	IRF2_IRF2_HUMAN.H11MO.0.A	chr18:26278612-26278632	1.0	1.4042654220543672e-24	2.8015095169984632e-22
425	IRF3_IRF3_HUMAN.H11MO.0.B	chr11:34552999-34553019	1.0	1.4042654220543672e-24	3.1830016233232323e-22
108	IRF3_IRF3_HUMAN.H11MO.0.B	chr2:210710463-210710483	1.0	1.4042654220543672e-24	3.1830016233232323e-22
154	IRF3_IRF3_HUMAN.H11MO.0.B	chr3:159242565-159242585	-1.0	1.4042654220543672e-24	3.1830016233232323e-22
157	IRF4_IRF4_HUMAN.H11MO.0.A	chr10:45236218-45236236	-1.0	1.4042654220543672e-24	1.3621374593927365e-22
258	IRF4_IRF4_HUMAN.H11MO.0.A	chr19:24059703-24059721	-1.0	1.4042654220543672e-24	1.3621374593927365e-22
15	IRF4_IRF4_HUMAN.H11MO.0.A	chr1:183734870-183734888	1.0	1.4042654220543672e-24	1.3621374593927365e-22
144	IRF4_M07978_2.00	chr17:66676965-66676983	-1.0	1.4042654220543672e-24	7.770268668700833e-23
73	IRF4_M07978_2.00	chr8:121162531-121162549	1.0	1.4042654220543672e-24	7.770268668700833e-23
68	IRF4_M07978_2.00	chr8:22853192-22853210	-1.0	1.4042654220543672e-24	7.770268668700833e-23
225	IRF8_IRF8_HUMAN.H11MO.0.B	chr13:34036404-34036424	-1.0	1.4042654220543672e-24	4.7183318181026745e-22
35	ISL1_ISL1_HUMAN.H11MO.0.A	chr11:62753929-62753938	-1.0	1.4042654220543672e-24	3.8617299106495104e-23
1	ISL1_ISL1_HUMAN.H11MO.0.A	chr1:58354096-58354105	-1.0	1.4042654220543672e-24	3.8617299106495104e-23
129	ITF2_ITF2_HUMAN.H11MO.0.C	chr12:132189481-132189491	1.0	1.4042654220543672e-24	5.757488230422905e-23
194	ITF2_ITF2_HUMAN.H11MO.0.C	chr20:63701755-63701765	1.0	1.4042654220543672e-24	5.757488230422905e-23
22	ITF2_ITF2_HUMAN.H11MO.0.C	chr2:132162036-132162046	1.0	1.4042654220543672e-24	5.757488230422905e-23
81	ITF2_ITF2_HUMAN.H11MO.0.C	chr7:142502641-142502651	-1.0	1.4042654220543672e-24	5.757488230422905e-23
84	ITF2_ITF2_HUMAN.H11MO.0.C	chr7:156368164-156368174	1.0	1.4042654220543672e-24	5.757488230422905e-23
83	JUNB_JUNB_HUMAN.H11MO.0.A	chr15:83733436-83733447	-1.0	1.4042654220543672e-24	4.914928977190285e-23
11	JUNB_JUNB_HUMAN.H11MO.0.A	chr1:223500581-223500592	1.0	1.4042654220543672e-24	4.914928977190285e-23
38	JUNB_JUNB_HUMAN.H11MO.0.A	chr7:133512733-133512744	1.0	1.4042654220543672e-24	4.914928977190285e-23
112	JUNB_M07829_2.00	chr13:88592295-88592310	-1.0	1.4042654220543672e-24	3.310054209128151e-23
132	JUNB_M07829_2.00	chr15:83733433-83733448	-1.0	1.4042654220543672e-24	3.310054209128151e-23
9	JUNB_M07829_2.00	chr1:100289099-100289114	-1.0	1.4042654220543672e-24	3.310054209128151e-23
6	JUNB_M07829_2.00	chr1:66726003-66726018	-1.0	1.4042654220543672e-24	3.310054209128151e-23
157	JUNB_M07829_2.00	chr20:45946608-45946623	-1.0	1.4042654220543672e-24	3.310054209128151e-23
54	JUNB_M07829_2.00	chr6:106858846-106858861	1.0	1.4042654220543672e-24	3.310054209128151e-23
62	JUNB_M07829_2.00	chr7:133512730-133512745	1.0	1.4042654220543672e-24	3.310054209128151e-23
78	JUNB_M08070_2.00	chr15:67175168-67175179	1.0	1.4042654220543672e-24	4.961737824592097e-23
80	JUNB_M08070_2.00	chr15:83733437-83733448	-1.0	1.4042654220543672e-24	4.961737824592097e-23
11	JUNB_M08070_2.00	chr2:64453295-64453306	1.0	1.4042654220543672e-24	4.961737824592097e-23
104	JUNB_MA0490.2	chr15:83733435-83733448	-1.0	1.4042654220543672e-24	8.846872158942514e-23
6	JUNB_MA0490.2	chr1:61323093-61323106	-1.0	1.4042654220543672e-24	8.846872158942514e-23
89	JUND_JUND_HUMAN.H11MO.0.A	chr15:83733436-83733447	-1.0	1.4042654220543672e-24	5.42982629861022e-23
38	JUND_JUND_HUMAN.H11MO.0.A	chr6:106858849-106858860	1.0	1.4042654220543672e-24	5.42982629861022e-23
42	JUND_JUND_HUMAN.H11MO.0.A	chr7:7321890-7321901	1.0	1.4042654220543672e-24	5.42982629861022e-23
131	JUND_M07814_2.00	chr21:17903171-17903190	1.0	1.4042654220543672e-24	6.366003246646464e-23
24	JUND_M07814_2.00	chr3:100491930-100491949	1.0	1.4042654220543672e-24	6.366003246646464e-23
66	JUND_M07814_2.00	chr8:22853192-22853211	-1.0	1.4042654220543672e-24	6.366003246646464e-23
64	JUND_M07815_2.00	chr13:88592299-88592310	-1.0	1.4042654220543672e-24	2.1766114041842692e-23
71	JUND_M07815_2.00	chr15:83733435-83733446	-1.0	1.4042654220543672e-24	2.1766114041842692e-23
87	JUND_M07815_2.00	chr20:45946608-45946619	-1.0	1.4042654220543672e-24	2.1766114041842692e-23
27	JUND_M07815_2.00	chr6:106858850-106858861	1.0	1.4042654220543672e-24	2.1766114041842692e-23
34	JUND_M07815_2.00	chr7:133512734-133512745	1.0	1.4042654220543672e-24	2.1766114041842692e-23
91	JUND_M07815_2.00	chrX:13488251-13488262	1.0	1.4042654220543672e-24	2.1766114041842692e-23
98	JUND_M07816_2.00	chr13:88592295-88592310	-1.0	1.4042654220543672e-24	3.9319431817522283e-23
111	JUND_M07816_2.00	chr15:83733433-83733448	-1.0	1.4042654220543672e-24	3.9319431817522283e-23
4	JUND_M07816_2.00	chr1:66726003-66726018	-1.0	1.4042654220543672e-24	3.9319431817522283e-23
46	JUND_M07816_2.00	chr6:106858846-106858861	1.0	1.4042654220543672e-24	3.9319431817522283e-23
54	JUND_M07816_2.00	chr7:133512730-133512745	1.0	1.4042654220543672e-24	3.9319431817522283e-23
90	JUND_M07817_2.00	chr15:83733433-83733446	-1.0	1.4042654220543672e-24	2.9723618100150775e-23
98	JUND_M07817_2.00	chr17:1203603-1203616	1.0	1.4042654220543672e-24	2.9723618100150775e-23
4	JUND_M07817_2.00	chr1:66726003-66726016	-1.0	1.4042654220543672e-24	2.9723618100150775e-23
118	JUND_M07817_2.00	chr20:45946606-45946619	-1.0	1.4042654220543672e-24	2.9723618100150775e-23
35	JUND_M07817_2.00	chr6:106858846-106858859	1.0	1.4042654220543672e-24	2.9723618100150775e-23
40	JUND_M07817_2.00	chr7:7321891-7321904	1.0	1.4042654220543672e-24	2.9723618100150775e-23
59	JUND_M07818_2.00	chr13:88592295-88592310	-1.0	1.4042654220543672e-24	6.108554585936497e-23
6	JUND_M07818_2.00	chr1:172422761-172422776	1.0	1.4042654220543672e-24	6.108554585936497e-23
31	JUND_M07819_2.00	chr9:129141596-129141610	-1.0	1.4042654220543672e-24	4.563862621676693e-23
63	JUND_M07819_2.00	chrX:39336741-39336755	1.0	1.4042654220543672e-24	4.563862621676693e-23
119	JUND_M07820_2.00	chr13:88592295-88592310	-1.0	1.4042654220543672e-24	4.914928977190285e-23
136	JUND_M07820_2.00	chr15:83733433-83733448	-1.0	1.4042654220543672e-24	4.914928977190285e-23
164	JUND_M07820_2.00	chr20:45946606-45946621	-1.0	1.4042654220543672e-24	4.914928977190285e-23
56	JUND_M07820_2.00	chr6:106858846-106858861	1.0	1.4042654220543672e-24	4.914928977190285e-23
60	JUND_M07820_2.00	chr7:7321889-7321904	1.0	1.4042654220543672e-24	4.914928977190285e-23
81	JUND_M08067_2.00	chr15:83733436-83733447	-1.0	1.4042654220543672e-24	1.4604360389365421e-22
5	JUND_M08068_2.00	chr2:108271326-108271341	1.0	1.4042654220543672e-24	4.072369723957665e-23
36	JUND_M08068_2.00	chr9:129141596-129141611	-1.0	1.4042654220543672e-24	4.072369723957665e-23
84	JUND_M08068_2.00	chrX:39336741-39336756	1.0	1.4042654220543672e-24	4.072369723957665e-23
98	JUND_MA0491.2	chr15:83733435-83733448	-1.0	1.4042654220543672e-24	5.710679383021093e-23
5	JUND_MA0491.2	chr1:61323093-61323106	-1.0	1.4042654220543672e-24	5.710679383021093e-23
15	JUND_MA0491.2	chr2:64453295-64453308	1.0	1.4042654220543672e-24	5.710679383021093e-23
5	JUND_MA0492.1	chr2:108271326-108271341	1.0	1.4042654220543672e-24	4.025560876555853e-23
36	JUND_MA0492.1	chr9:129141596-129141611	-1.0	1.4042654220543672e-24	4.025560876555853e-23
83	JUND_MA0492.1	chrX:39336741-39336756	1.0	1.4042654220543672e-24	4.025560876555853e-23
86	JUN_JUN_HUMAN.H11MO.0.A	chr15:83733436-83733447	-1.0	1.4042654220543672e-24	3.145554545401783e-23
36	JUN_JUN_HUMAN.H11MO.0.A	chr6:106858849-106858860	1.0	1.4042654220543672e-24	3.145554545401783e-23
43	JUN_JUN_HUMAN.H11MO.0.A	chr7:133512733-133512744	1.0	1.4042654220543672e-24	3.145554545401783e-23
40	JUN_JUN_HUMAN.H11MO.0.A	chr7:7321890-7321901	1.0	1.4042654220543672e-24	3.145554545401783e-23
111	JUN_JUN_HUMAN.H11MO.0.A	chrX:13488252-13488263	1.0	1.4042654220543672e-24	3.145554545401783e-23
108	JUN_M07834_2.00	chr13:113538777-113538797	1.0	1.4042654220543672e-24	7.770268668700833e-23
124	JUN_M07834_2.00	chr15:83733438-83733458	-1.0	1.4042654220543672e-24	7.770268668700833e-23
152	JUN_M07834_2.00	chr20:54293761-54293781	1.0	1.4042654220543672e-24	7.770268668700833e-23
75	JUN_M07835_2.00	chr15:83733436-83733447	-1.0	1.4042654220543672e-24	3.405343648481841e-23
28	JUN_M07835_2.00	chr6:106858849-106858860	1.0	1.4042654220543672e-24	3.405343648481841e-23
34	JUN_M07835_2.00	chr7:133512733-133512744	1.0	1.4042654220543672e-24	3.405343648481841e-23
96	JUN_M07835_2.00	chrX:13488252-13488263	1.0	1.4042654220543672e-24	3.405343648481841e-23
10	JUN_M07836_2.00	chr2:108271326-108271341	1.0	1.4042654220543672e-24	4.5872670453775995e-23
47	JUN_M07836_2.00	chr9:129141596-129141611	-1.0	1.4042654220543672e-24	4.5872670453775995e-23
95	JUN_M07836_2.00	chrX:39336741-39336756	1.0	1.4042654220543672e-24	4.5872670453775995e-23
108	JUN_M07837_2.00	chr15:83733437-83733452	-1.0	1.4042654220543672e-24	4.985142248293004e-23
117	JUN_M07837_2.00	chr17:1203603-1203618	1.0	1.4042654220543672e-24	4.985142248293004e-23
45	JUN_M07837_2.00	chr6:106858844-106858859	1.0	1.4042654220543672e-24	4.985142248293004e-23
53	JUN_M07837_2.00	chr7:133512734-133512749	1.0	1.4042654220543672e-24	4.985142248293004e-23
88	JUN_M07838_2.00	chr15:83733436-83733447	-1.0	1.4042654220543672e-24	3.089383928519608e-23
34	JUN_M07838_2.00	chr6:106858849-106858860	1.0	1.4042654220543672e-24	3.089383928519608e-23
41	JUN_M07838_2.00	chr7:133512733-133512744	1.0	1.4042654220543672e-24	3.089383928519608e-23
38	JUN_M07838_2.00	chr7:7321890-7321901	1.0	1.4042654220543672e-24	3.089383928519608e-23
109	JUN_M07838_2.00	chrX:13488252-13488263	1.0	1.4042654220543672e-24	3.089383928519608e-23
16	JUN_M08072_2.00	chr3:31947993-31948006	-1.0	1.4042654220543672e-24	4.727693587583037e-23
53	JUN_M08072_2.00	chr9:129141594-129141607	-1.0	1.4042654220543672e-24	4.727693587583037e-23
96	JUN_M08072_2.00	chrX:39336742-39336755	1.0	1.4042654220543672e-24	4.727693587583037e-23
80	JUN_M08073_2.00	chr13:88592299-88592313	-1.0	1.4042654220543672e-24	3.566834172018093e-23
89	JUN_M08073_2.00	chr15:83733437-83733451	-1.0	1.4042654220543672e-24	3.566834172018093e-23
98	JUN_M08073_2.00	chr17:1203603-1203617	1.0	1.4042654220543672e-24	3.566834172018093e-23
42	JUN_M08073_2.00	chr6:106858845-106858859	1.0	1.4042654220543672e-24	3.566834172018093e-23
47	JUN_M08073_2.00	chr7:133512734-133512748	1.0	1.4042654220543672e-24	3.566834172018093e-23
17	JUN_MA0488.1	chr3:31947993-31948006	-1.0	1.4042654220543672e-24	4.774502434984849e-23
53	JUN_MA0488.1	chr9:129141594-129141607	-1.0	1.4042654220543672e-24	4.774502434984849e-23
97	JUN_MA0488.1	chrX:39336742-39336755	1.0	1.4042654220543672e-24	4.774502434984849e-23
5	KAISO_KAISO_HUMAN.H11MO.0.A	chr3:126130180-126130195	-1.0	1.4042654220543672e-24	5.617061688217469e-23
201	KLF10_M08246_2.00	chr15:69358558-69358568	-1.0	1.4042654220543672e-24	8.959213392706863e-23
271	KLF10_M08246_2.00	chr19:43439417-43439427	1.0	1.4042654220543672e-24	8.959213392706863e-23
19	KLF10_M08246_2.00	chr1:203792580-203792590	-1.0	1.4042654220543672e-24	8.959213392706863e-23
3	KLF10_M08246_2.00	chr1:6393886-6393896	1.0	1.4042654220543672e-24	8.959213392706863e-23
103	KLF10_M08246_2.00	chr7:816260-816270	1.0	1.4042654220543672e-24	8.959213392706863e-23
279	KLF10_M08317_2.00	chr11:560800-560815	-1.0	1.4042654220543672e-24	4.9710995940724603e-23
346	KLF10_M08317_2.00	chr15:69358558-69358573	-1.0	1.4042654220543672e-24	4.9710995940724603e-23
381	KLF10_M08317_2.00	chr16:88785248-88785263	-1.0	1.4042654220543672e-24	4.9710995940724603e-23
403	KLF10_M08317_2.00	chr17:40098228-40098243	1.0	1.4042654220543672e-24	4.9710995940724603e-23
59	KLF10_M08317_2.00	chr1:203792580-203792595	-1.0	1.4042654220543672e-24	4.9710995940724603e-23
28	KLF10_M08317_2.00	chr1:24932330-24932345	1.0	1.4042654220543672e-24	4.9710995940724603e-23
1	KLF10_M08317_2.00	chr1:977051-977066	1.0	1.4042654220543672e-24	4.9710995940724603e-23
503	KLF10_M08317_2.00	chr21:39005086-39005101	-1.0	1.4042654220543672e-24	4.9710995940724603e-23
505	KLF10_M08317_2.00	chr21:45643127-45643142	-1.0	1.4042654220543672e-24	4.9710995940724603e-23
99	KLF10_M08317_2.00	chr2:109146836-109146851	1.0	1.4042654220543672e-24	4.9710995940724603e-23
126	KLF10_M08317_2.00	chr3:119677008-119677023	1.0	1.4042654220543672e-24	4.9710995940724603e-23
152	KLF10_M08317_2.00	chr5:10632467-10632482	-1.0	1.4042654220543672e-24	4.9710995940724603e-23
211	KLF10_M08317_2.00	chr7:127392752-127392767	-1.0	1.4042654220543672e-24	4.9710995940724603e-23
201	KLF10_M08317_2.00	chr7:33062171-33062186	1.0	1.4042654220543672e-24	4.9710995940724603e-23
236	KLF10_M08317_2.00	chr8:143246494-143246509	1.0	1.4042654220543672e-24	4.9710995940724603e-23
185	KLF10_MA1511.2	chr11:69123151-69123160	-1.0	1.4042654220543672e-24	9.296237093999911e-23
187	KLF10_MA1511.2	chr11:71813683-71813692	-1.0	1.4042654220543672e-24	9.296237093999911e-23
28	KLF10_MA1511.2	chr1:203792581-203792590	-1.0	1.4042654220543672e-24	9.296237093999911e-23
314	KLF10_MA1511.2	chr22:42645379-42645388	-1.0	1.4042654220543672e-24	9.296237093999911e-23
89	KLF10_MA1511.2	chr5:10632472-10632481	-1.0	1.4042654220543672e-24	9.296237093999911e-23
234	KLF12_KLF12_HUMAN.H11MO.0.C	chr11:560869-560880	-1.0	1.4042654220543672e-24	7.126647016925913e-23
277	KLF12_KLF12_HUMAN.H11MO.0.C	chr15:69358558-69358569	-1.0	1.4042654220543672e-24	7.126647016925913e-23
288	KLF12_KLF12_HUMAN.H11MO.0.C	chr16:3235504-3235515	-1.0	1.4042654220543672e-24	7.126647016925913e-23
324	KLF12_KLF12_HUMAN.H11MO.0.C	chr17:73192844-73192855	-1.0	1.4042654220543672e-24	7.126647016925913e-23
12	KLF12_KLF12_HUMAN.H11MO.0.C	chr1:16056322-16056333	-1.0	1.4042654220543672e-24	7.126647016925913e-23
45	KLF12_KLF12_HUMAN.H11MO.0.C	chr1:203792580-203792591	-1.0	1.4042654220543672e-24	7.126647016925913e-23
96	KLF12_KLF12_HUMAN.H11MO.0.C	chr3:126476143-126476154	1.0	1.4042654220543672e-24	7.126647016925913e-23
124	KLF12_KLF12_HUMAN.H11MO.0.C	chr5:10632471-10632482	-1.0	1.4042654220543672e-24	7.126647016925913e-23
280	KLF12_M08299_2.00	chr11:560869-560884	-1.0	1.4042654220543672e-24	9.40857832776426e-23
379	KLF12_M08299_2.00	chr16:30407981-30407996	-1.0	1.4042654220543672e-24	9.40857832776426e-23
411	KLF12_M08299_2.00	chr17:73192840-73192855	-1.0	1.4042654220543672e-24	9.40857832776426e-23
50	KLF12_M08299_2.00	chr1:203792576-203792591	-1.0	1.4042654220543672e-24	9.40857832776426e-23
3	KLF12_M08299_2.00	chr1:2309779-2309794	1.0	1.4042654220543672e-24	9.40857832776426e-23
511	KLF12_M08299_2.00	chr22:21630087-21630102	1.0	1.4042654220543672e-24	9.40857832776426e-23
114	KLF12_M08299_2.00	chr3:126476143-126476158	1.0	1.4042654220543672e-24	9.40857832776426e-23
145	KLF12_M08299_2.00	chr5:10632471-10632486	-1.0	1.4042654220543672e-24	9.40857832776426e-23
177	KLF12_MA0742.2	chr11:69123151-69123160	-1.0	1.4042654220543672e-24	8.425592532326203e-23
264	KLF12_MA0742.2	chr19:52786832-52786841	1.0	1.4042654220543672e-24	8.425592532326203e-23
23	KLF12_MA0742.2	chr1:31830278-31830287	-1.0	1.4042654220543672e-24	8.425592532326203e-23
0	KLF12_MA0742.2	chr1:977052-977061	1.0	1.4042654220543672e-24	8.425592532326203e-23
289	KLF12_MA0742.2	chr22:42645379-42645388	-1.0	1.4042654220543672e-24	8.425592532326203e-23
235	KLF14_M08398_2.00	chr11:69123148-69123162	-1.0	1.4042654220543672e-24	6.771679924128837e-23
286	KLF14_M08398_2.00	chr15:69358557-69358571	-1.0	1.4042654220543672e-24	6.771679924128837e-23
306	KLF14_M08398_2.00	chr16:23642011-23642025	1.0	1.4042654220543672e-24	6.771679924128837e-23
327	KLF14_M08398_2.00	chr17:39451638-39451652	-1.0	1.4042654220543672e-24	6.771679924128837e-23
38	KLF14_M08398_2.00	chr1:203792579-203792593	-1.0	1.4042654220543672e-24	6.771679924128837e-23
414	KLF14_M08398_2.00	chr22:27627135-27627149	-1.0	1.4042654220543672e-24	6.771679924128837e-23
153	KLF14_M08398_2.00	chr7:33062173-33062187	1.0	1.4042654220543672e-24	6.771679924128837e-23
141	KLF14_M08398_2.00	chr7:816259-816273	1.0	1.4042654220543672e-24	6.771679924128837e-23
159	KLF14_M08398_2.00	chr7:97930848-97930862	1.0	1.4042654220543672e-24	6.771679924128837e-23
175	KLF14_MA0740.2	chr11:69123151-69123160	-1.0	1.4042654220543672e-24	9.324322402440998e-23
290	KLF14_MA0740.2	chr19:43439418-43439427	1.0	1.4042654220543672e-24	9.324322402440998e-23
23	KLF14_MA0740.2	chr1:203792581-203792590	-1.0	1.4042654220543672e-24	9.324322402440998e-23
9	KLF14_MA0740.2	chr1:24932327-24932336	1.0	1.4042654220543672e-24	9.324322402440998e-23
79	KLF14_MA0740.2	chr5:10632472-10632481	-1.0	1.4042654220543672e-24	9.324322402440998e-23
636	KLF15_KLF15_HUMAN.H11MO.0.A	chr11:69123151-69123170	-1.0	1.4042654220543672e-24	1.1112420373190225e-22
645	KLF15_KLF15_HUMAN.H11MO.0.A	chr11:71813683-71813702	-1.0	1.4042654220543672e-24	1.1112420373190225e-22
793	KLF15_KLF15_HUMAN.H11MO.0.A	chr15:69358556-69358575	-1.0	1.4042654220543672e-24	1.1112420373190225e-22
861	KLF15_KLF15_HUMAN.H11MO.0.A	chr16:88785249-88785268	-1.0	1.4042654220543672e-24	1.1112420373190225e-22
1044	KLF15_KLF15_HUMAN.H11MO.0.A	chr19:39154927-39154946	1.0	1.4042654220543672e-24	1.1112420373190225e-22
96	KLF15_KLF15_HUMAN.H11MO.0.A	chr1:183734870-183734889	1.0	1.4042654220543672e-24	1.1112420373190225e-22
105	KLF15_KLF15_HUMAN.H11MO.0.A	chr1:203792571-203792590	-1.0	1.4042654220543672e-24	1.1112420373190225e-22
2	KLF15_KLF15_HUMAN.H11MO.0.A	chr1:977045-977064	1.0	1.4042654220543672e-24	1.1112420373190225e-22
1135	KLF15_KLF15_HUMAN.H11MO.0.A	chr22:21630082-21630101	1.0	1.4042654220543672e-24	1.1112420373190225e-22
163	KLF15_KLF15_HUMAN.H11MO.0.A	chr2:109146837-109146856	1.0	1.4042654220543672e-24	1.1112420373190225e-22
165	KLF15_KLF15_HUMAN.H11MO.0.A	chr2:112726846-112726865	1.0	1.4042654220543672e-24	1.1112420373190225e-22
236	KLF15_KLF15_HUMAN.H11MO.0.A	chr3:126476144-126476163	1.0	1.4042654220543672e-24	1.1112420373190225e-22
311	KLF15_KLF15_HUMAN.H11MO.0.A	chr5:10632472-10632491	-1.0	1.4042654220543672e-24	1.1112420373190225e-22
516	KLF15_KLF15_HUMAN.H11MO.0.A	chr8:144275600-144275619	-1.0	1.4042654220543672e-24	1.1112420373190225e-22
560	KLF15_KLF15_HUMAN.H11MO.0.A	chr9:134135329-134135348	-1.0	1.4042654220543672e-24	1.1112420373190225e-22
401	KLF15_M08323_2.00	chr11:69123151-69123166	-1.0	1.4042654220543672e-24	1.0883057020921346e-22
491	KLF15_M08323_2.00	chr15:69358557-69358572	-1.0	1.4042654220543672e-24	1.0883057020921346e-22
542	KLF15_M08323_2.00	chr16:88785253-88785268	-1.0	1.4042654220543672e-24	1.0883057020921346e-22
64	KLF15_M08323_2.00	chr1:203792575-203792590	-1.0	1.4042654220543672e-24	1.0883057020921346e-22
0	KLF15_M08323_2.00	chr1:977046-977061	1.0	1.4042654220543672e-24	1.0883057020921346e-22
723	KLF15_M08323_2.00	chr20:63641224-63641239	-1.0	1.4042654220543672e-24	1.0883057020921346e-22
108	KLF15_M08323_2.00	chr2:109146836-109146851	1.0	1.4042654220543672e-24	1.0883057020921346e-22
142	KLF15_M08323_2.00	chr3:126476144-126476159	1.0	1.4042654220543672e-24	1.0883057020921346e-22
185	KLF15_M08323_2.00	chr5:10632472-10632487	-1.0	1.4042654220543672e-24	1.0883057020921346e-22
245	KLF15_M08323_2.00	chr7:816255-816270	1.0	1.4042654220543672e-24	1.0883057020921346e-22
160	KLF15_MA1513.1	chr11:62612547-62612558	-1.0	1.4042654220543672e-24	6.342598822945559e-23
161	KLF15_MA1513.1	chr11:69123150-69123161	-1.0	1.4042654220543672e-24	6.342598822945559e-23
239	KLF15_MA1513.1	chr19:47743408-47743419	1.0	1.4042654220543672e-24	6.342598822945559e-23
45	KLF15_MA1513.1	chr1:244451188-244451199	-1.0	1.4042654220543672e-24	6.342598822945559e-23
257	KLF15_MA1513.1	chr20:63641223-63641234	-1.0	1.4042654220543672e-24	6.342598822945559e-23
93	KLF15_MA1513.1	chr5:109689288-109689299	1.0	1.4042654220543672e-24	6.342598822945559e-23
310	KLF1_KLF1_HUMAN.H11MO.0.A	chr11:560870-560884	-1.0	1.4042654220543672e-24	9.096519345085512e-23
387	KLF1_KLF1_HUMAN.H11MO.0.A	chr15:69358554-69358568	-1.0	1.4042654220543672e-24	9.096519345085512e-23
419	KLF1_KLF1_HUMAN.H11MO.0.A	chr16:54928388-54928402	-1.0	1.4042654220543672e-24	9.096519345085512e-23
449	KLF1_KLF1_HUMAN.H11MO.0.A	chr17:73192840-73192854	-1.0	1.4042654220543672e-24	9.096519345085512e-23
